Cykl_1,HMG,HL,Anoda_ANALIZA As,Anoda_ANALIZA As_amin,Anoda_ANALIZA Bi,Anoda_ANALIZA Bi_amin,Anoda_ANALIZA Bi_amax,Anoda_ANALIZA Ag,Anoda_ANALIZA Ag_amin,Czas_h,Temp_naporowe_amax,Temp_naporowe_mean,kwas [m3]_mean,Elektrolit [m3]_amin,NaCl [kg]_amin,NaCl [kg]_amax,NaCl [kg]_mean,NaCl [kg]_std,Sklad_Bi_amin,Sklad_Bi_amax,Sklad_Bi_mean,Sklad_Ni_amin,Sklad_Ni_amax,Sklad_Ni_mean,Sklad_Zn_amin,Sklad_Zn_amax,Sklad_Zn_mean,Sklad_H2SO4_amax,Sklad_H2SO4_mean,Sklad_Cu_amin,Sklad_Cu_amax,Sklad_Cu_mean,Sklad_Cl_amin,Sklad_Cl_mean,NaCl_amax,NaCl_mean,NaCl_std
1,1,0,0.17,0.17,0.004,0.004,0.004,0.29,0.29,251.0,61.1974334081013,59.96937196229436,1.3478260869565215,-16.0,0.5,6.0,4.4189723320158105,1.953414727710885,0.016,0.018,0.0171778656126482,6.74,7.15,6.908537549407115,,,,176.13,172.60845849802374,40.94,45.41,42.70577075098814,0.031,0.0344268774703557,50.05,36.807588932806325,16.157578573355682
0,1,0,0.16,0.16,0.0041,0.0041,0.0041,0.28,0.28,263.0,61.8679501851399,59.61999341339465,1.8409090909090908,-16.0,1.0,6.0,4.037878787878788,1.943714851132778,0.059,0.065,0.0626818181818181,4.74,5.0,4.840454545454546,,,,175.36,171.22386363636363,41.53,43.52,42.7475,0.032,0.0342727272727272,50.05,33.65113636363636,16.04286485551159
1,1,0,,0.12,,0.0039,0.004,,0.25,241.0,62.5802665074666,59.8376937536767,1.3621399176954732,-33.0,0.5,6.0,4.234567901234568,2.036474864687164,0.058,0.061,0.0598024691358024,4.8,4.84,4.8159670781893,,,,181.4,173.41218106995882,41.59,44.53,42.806543209876544,0.031,0.0341234567901234,50.06,35.27831275720164,16.903744121444415
1,1,0,,0.1,,0.0039,0.004,,0.25,252.0,61.8679501851399,59.685133466678536,1.8543307086614171,-16.0,1.0,6.0,4.137795275590551,1.911249374456665,0.059,0.065,0.0627086614173228,4.74,5.0,4.839291338582678,,,,175.36,171.24586614173228,41.53,43.52,42.784606299212605,0.032,0.0342047244094488,50.05,34.48389763779527,15.762875914007244
0,1,0,0.16,0.16,0.0043,0.0043,0.0043,0.28,0.28,286.0,62.0338499704996,59.34577618382681,1.5087108013937285,-2.0,0.5,6.0,4.16376306620209,2.283877159728391,0.063,0.066,0.0647560975609756,4.84,4.96,4.916515679442509,0.022,0.022,0.022,177.15,173.39808362369337,41.1,45.34,42.80738675958189,0.031,0.0348013937282229,50.06,34.72588850174216,18.940229131137038
0,1,0,0.1475,0.14,0.00395,0.0038,0.0044,0.2825,0.28,274.0,61.1974334081013,59.97036525480621,1.3309090909090908,-16.0,0.5,6.0,4.334545454545455,1.9545210720535915,0.016,0.022,0.01768,6.74,7.15,6.897236363636364,0.09,0.09,0.09,176.13,172.7709090909091,40.94,45.07,42.97341818181818,0.031,0.0344618181818181,50.05,35.94323636363636,16.276753991801364
0,1,0,0.1325,0.1,0.0042,0.004,0.0044,0.29,0.28,303.0,63.5977998097737,60.02825457994826,1.993421052631579,-33.0,0.5,6.4,4.061184210526315,1.995541212711744,0.054,0.062,0.0592894736842105,4.34,4.68,4.454342105263158,0.02,0.02,0.02,176.9,171.24730263157895,40.34,44.36,41.967894736842105,0.032,0.0346710526315789,53.32,33.74871710526316,16.520281124961507
1,1,0,0.1675,0.13,0.003675,0.0036,0.0039,0.27,0.27,252.0,61.1974334081013,59.96827615280737,1.3818897637795275,-16.0,0.5,6.0,4.3484251968503935,1.9875246985103607,0.016,0.022,0.0174409448818897,6.74,7.15,6.878228346456694,0.09,0.09,0.09,176.13,172.66708661417323,40.94,45.07,42.87472440944882,0.031,0.034523622047244,50.05,36.04200787401575,16.551034893068106
1,1,0,,0.13,,0.0039,0.0039,,0.27,227.0,63.0286332448323,59.59040380131084,1.1140350877192982,-2.0,0.5,6.0,2.8771929824561404,2.0431053107001924,0.06,0.066,0.0640263157894736,4.72,4.72,4.72,,,,176.64,172.48868421052632,41.21,43.98,42.507236842105264,0.034,0.0358947368421052,49.8,23.905,16.657168305181308
1,1,0,0.1399999999999999,0.1,0.004,0.0036,0.0044,0.2625,0.25,226.0,62.1569166183471,60.02704355319928,1.8421052631578947,-27.0,0.5,6.0,3.947368421052632,1.9937881738465044,0.058,0.059,0.0586754385964912,5.16,5.16,5.16,,,,180.39,174.42587719298243,40.78,44.09,43.122280701754384,0.033,0.0351228070175438,50.04,33.00114035087719,16.452068078765066
1,1,0,0.1475,0.14,0.004125,0.0037,0.0048,0.2774999999999999,0.26,242.0,62.5802665074666,59.85235353154414,1.2839506172839503,-33.0,0.5,6.0,4.246913580246914,1.9996747516372444,0.058,0.062,0.0600905349794238,4.8,5.06,4.813251028806584,0.022,0.022,0.022,181.4,172.64444444444445,41.59,44.53,42.88399176954732,0.031,0.0339341563786008,50.06,35.34991769547325,16.642068693717768
0,1,0,0.1625,0.14,0.0042499999999999,0.0038,0.0044,0.2875,0.28,279.0,63.5977998097737,60.01547927376736,2.096774193548387,-33.0,0.5,6.4,3.918279569892473,2.014173495804126,0.054,0.062,0.0595340501792114,4.34,4.68,4.442652329749104,0.02,0.02,0.02,176.9,170.96903225806452,40.34,43.5,41.872365591397845,0.032,0.0347311827956989,53.32,32.5041935483871,16.639517536926512
0,1,0,0.14,0.14,0.00435,0.0043,0.0044,0.31,0.29,307.0,61.3020508976305,59.95666085501494,1.4805194805194806,-16.0,0.5,6.0,4.51948051948052,1.7983734207698154,0.016,0.022,0.0186103896103896,6.74,7.15,6.918766233766234,0.09,0.09,0.09,178.94,172.99850649350648,40.94,45.09,43.42149350649351,0.031,0.0341493506493506,50.05,37.53899350649351,14.903974175197073
1,1,0,0.1574999999999999,0.1,0.004025,0.0036,0.0044,0.2675,0.25,262.0,61.9294335047403,60.05369729653391,1.4752851711026616,-29.0,0.5,6.0,3.756653992395437,2.106357022572228,0.049,0.058,0.0557338403041825,4.5,4.76,4.558631178707224,0.023,0.023,0.023,180.48,174.0757414448669,41.38,44.36,42.72441064638783,0.032,0.0348212927756654,50.05,31.153155893536123,17.45496990411232
0,1,0,0.15,0.14,0.0044,0.0043,0.0045,0.295,0.29,303.0,62.5802665074666,59.83661260534668,1.361842105263158,-33.0,0.5,6.0,4.280263157894737,1.999902290474078,0.058,0.062,0.0606973684210526,4.8,5.06,4.875065789473684,0.022,0.022,0.022,180.48,173.50868421052633,41.59,44.53,43.18042763157895,0.031,0.0344210526315789,50.06,35.53398026315789,16.698612270544686
1,1,0,0.1625,0.14,0.004,0.0037,0.0041,0.2675,0.26,253.0,61.5490495681762,60.17636945655669,1.6732283464566928,-4.0,0.5,6.0,3.716535433070866,2.077158433730704,0.063,0.068,0.0654448818897637,4.76,4.96,4.851181102362205,0.024,0.024,0.024,179.46,174.07437007874017,42.24,45.68,43.63358267716536,0.032,0.0350314960629921,50.02,30.905669291338583,17.206116827153245
0,1,0,0.14,0.14,0.0048,0.0048,0.0048,0.3,0.3,263.0,61.6891335805257,60.02906883421301,1.4393939393939394,-29.0,0.5,6.0,3.7803030303030303,2.119309715941027,0.049,0.058,0.055840909090909,4.5,4.76,4.5618181818181816,0.023,0.023,0.023,180.48,174.1472727272727,41.38,44.36,42.72636363636364,0.032,0.0348181818181818,50.05,31.35037878787879,17.565322729560556
1,0,1,0.0778,0.0686,0.00025,0.0001,0.0006,,,269.0,61.3020508976305,59.95922406404725,1.6185185185185185,-16.0,0.5,6.0,4.566666666666666,1.8355230811440748,0.016,0.022,0.0184222222222222,6.74,7.15,6.889,0.09,0.09,0.09,178.94,172.38003703703703,40.94,45.09,43.37266666666667,0.031,0.0342629629629629,50.05,38.06648148148148,15.220791707838666
1,1,0,0.17,0.17,0.0034,0.0034,0.0034,0.34,0.34,239.0,61.9803833007812,59.84080325643376,2.315352697095436,-26.0,1.5,6.0,5.253112033195021,1.30951671424853,0.059,0.067,0.0605601659751037,4.5,4.92,4.612116182572614,0.022,0.022,0.022,180.74,173.0997510373444,40.62,46.1,42.81041493775933,0.031,0.0331867219917012,50.06,43.72153526970954,10.893959131086936
0,1,0,0.145,0.14,0.0044,0.0043,0.0045,0.3125,0.29,286.0,62.5802665074666,59.83920342396502,1.4285714285714286,-33.0,0.5,6.0,4.425783972125435,1.922201169957027,0.058,0.062,0.0608292682926829,4.8,5.06,4.87560975609756,0.022,0.022,0.022,180.48,173.16822299651568,41.59,44.53,43.18132404181184,0.031,0.034390243902439,50.06,36.89522648083624,15.98942871494618
0,1,0,0.141,0.13,0.004025,0.0034,0.0051,0.211,0.19,300.0,63.0286332448323,59.84086126198663,1.2757475083056478,-2.0,0.5,6.0,2.954485049833887,2.2174207578345944,0.06,0.066,0.0636611295681063,4.72,4.74,4.726245847176079,0.022,0.022,0.022,177.67,172.8391362126246,41.22,43.98,42.53205980066445,0.032,0.0356810631229235,49.8,24.469933554817278,18.24746126622104
0,1,0,0.1349999999999999,0.12,0.00435,0.0043,0.0044,0.3075,0.29,303.0,62.1955998102823,59.72278689328105,1.825082508250825,-3.0,0.5,6.0,3.5874587458745872,1.9899851435718887,0.057,0.065,0.0616600660066006,4.56,5.0,4.709174917491749,0.022,0.022,0.022,175.62,171.98765676567658,41.53,43.52,42.536699669967,0.032,0.0349042904290429,50.05,29.9263696369637,16.536525316954595
1,1,0,0.17,0.17,0.0034,0.0034,0.0034,0.32,0.32,248.0,61.9803833007812,59.8405745387229,2.524193548387097,-59.0,1.5,6.0,5.131048387096774,1.333909852885463,0.059,0.067,0.061258064516129,4.5,4.92,4.607822580645161,0.022,0.022,0.0219999999999999,180.74,173.21645161290323,40.62,46.1,42.986330645161296,0.031,0.033024193548387,50.06,42.81229838709677,11.073554043281275
1,1,0,0.15,0.14,0.003625,0.0033,0.0041,0.3075,0.27,253.0,61.4899167378743,59.25609616665624,1.6771653543307086,-37.0,0.5,6.0,4.383858267716535,2.353891588049683,0.063,0.066,0.0649842519685039,4.84,4.96,4.921338582677166,0.022,0.022,0.022,178.18,172.97248031496065,41.1,45.34,42.98468503937008,0.031,0.0346614173228346,50.06,36.52389763779527,19.553429229416423
1,1,0,0.1505,0.12,0.003945,0.0033,0.0047,0.292,0.27,225.0,61.6891335805257,60.03306513472313,1.502202643171806,-29.0,0.5,6.0,3.671806167400881,2.228932399979553,0.049,0.058,0.0567092511013215,4.5,4.76,4.549955947136564,0.023,0.023,0.023,180.48,173.35356828193832,41.38,44.36,42.64533039647577,0.032,0.0348502202643171,50.05,30.381762114537445,18.45461712800865
1,1,0,0.1275,0.12,0.0042,0.0033,0.0045,0.2825,0.28,249.0,61.9803833007812,59.84299528203643,2.5179282868525896,-59.0,1.5,6.0,5.129482071713148,1.337223739946795,0.059,0.067,0.0615179282868525,4.5,4.92,4.606533864541833,0.022,0.022,0.022,180.74,173.35227091633465,40.62,46.1,43.0089641434263,0.031,0.0329641434262948,50.06,42.739561752988045,11.10347737455124
0,1,0,0.138,0.1,0.004265,0.004,0.0044,0.301,0.28,298.0,61.9803833007812,59.88067166865788,2.16,-59.0,1.5,6.0,5.31,1.2304253282074111,0.059,0.067,0.0626,4.5,4.92,4.6316,0.022,0.022,0.022,180.74,174.0912,40.62,46.1,43.0932,0.03,0.0325,50.06,44.1402,10.376004442331883
0,1,0,0.16,0.16,0.0041,0.0041,0.0041,0.28,0.28,276.0,61.9803833007812,59.86768802784111,2.339350180505415,-59.0,1.5,6.0,5.382671480144404,1.0900352725058304,0.059,0.067,0.0624657039711191,4.5,4.92,4.615234657039712,0.022,0.022,0.022,180.74,174.0447653429603,40.62,46.1,43.06989169675091,0.03,0.0324801444043321,50.06,44.73667870036101,9.241100839515964
1,0,1,0.0938499999999999,0.0754,0.0003999999999999,0.0001,0.0007,,,233.0,61.3020508976305,59.9329742648994,1.6978723404255318,-16.0,0.5,6.0,4.28936170212766,1.8700557652630765,0.016,0.022,0.0189106382978723,6.74,7.15,6.849489361702128,0.09,0.09,0.09,178.94,172.1571914893617,40.94,45.09,43.59165957446808,0.032,0.0347404255319148,50.05,35.76344680851064,15.505826821526387
1,1,0,0.13,0.13,0.0034,0.0034,0.0034,0.28,0.28,253.0,62.4208663304646,60.07870840388015,1.9094488188976375,-4.0,0.5,6.0,4.179133858267717,2.1897167227485523,0.063,0.068,0.0645,4.76,4.96,4.813385826771653,0.024,0.024,0.024,178.18,173.3523622047244,42.24,45.68,43.37240157480315,0.032,0.0345275590551181,50.08,34.695629921259844,18.166534476836063
0,1,0,0.147,0.14,0.00448,0.0041,0.0048,0.303,0.28,283.0,62.2032834370931,59.89050843203993,1.5140845070422535,-33.0,0.5,6.0,4.060563380281691,1.876691990273695,0.058,0.062,0.0613239436619718,4.8,5.06,4.901549295774648,0.022,0.022,0.022,180.48,173.5024647887324,41.59,44.53,43.24464788732394,0.031,0.0348802816901408,50.04,33.80443661971832,15.657561761574616
1,1,0,0.1375,0.13,0.00465,0.0038,0.0056,0.2825,0.26,241.0,61.6082000096638,59.93079284127919,1.3553719008264462,-33.0,0.5,6.0,4.190909090909091,1.9393715027622067,0.061,0.062,0.0613057851239669,4.8,5.06,4.879504132231404,0.022,0.022,0.022,180.48,173.44595041322313,41.59,44.53,43.152561983471074,0.032,0.0348099173553719,50.04,35.026074380165284,16.02004817242217
1,1,0,0.14,0.14,0.0038,0.0038,0.0038,0.26,0.26,241.0,61.8071999231974,60.09903653481425,2.0330578512396693,-3.0,0.5,6.0,3.508264462809917,2.138351122507764,0.063,0.065,0.0643884297520661,4.42,4.44,4.433884297520661,0.02,0.02,0.02,179.46,170.67652892561983,41.27,44.15,42.69892561983471,0.032,0.0350743801652892,50.03,29.33595041322314,17.56711611491885
0,1,0,0.1784999999999999,0.17,0.004325,0.0039,0.0044,0.3015,0.3,308.0,62.1955998102823,59.61578187642312,1.922330097087379,-3.0,0.5,6.0,3.436893203883495,1.9272645791478864,0.057,0.065,0.061168284789644,4.56,4.74,4.65378640776699,0.022,0.022,0.022,175.62,171.9243365695793,41.53,43.52,42.50822006472492,0.032,0.0348608414239482,50.05,28.64006493506493,16.01608745370603
0,1,0,0.125,0.12,0.0044,0.0044,0.0044,0.3149999999999999,0.31,253.0,62.4208663304646,60.06196435743536,1.9133858267716533,-4.0,0.5,6.0,4.216535433070866,2.216173527385122,0.063,0.065,0.0642440944881889,4.76,4.83,4.803543307086614,0.024,0.024,0.024,178.18,173.7259842519685,42.24,44.96,43.31732283464567,0.032,0.0343779527559055,50.08,35.00464566929134,18.387480200800297
0,1,0,0.1319998943643374,0.08,0.0039850324829662,0.003,0.0049,0.2660017958062642,0.22,284.0,61.8802666346232,59.36565664429953,1.8105263157894735,-37.0,0.5,6.0,4.442105263157894,2.2702878275378597,0.063,0.066,0.0646631578947368,4.84,4.96,4.906526315789473,0.022,0.022,0.022,178.18,173.9779649122807,41.1,45.34,43.19824561403509,0.031,0.0344210526315789,50.06,37.04817543859649,18.8723512133816
1,1,0,0.1,0.1,0.006,0.006,0.006,0.26,0.26,249.0,61.8802666346232,59.34571178096767,1.816733067729084,-37.0,0.5,6.0,4.444223107569721,2.4064240054537165,0.063,0.066,0.0648286852589641,4.84,4.96,4.913147410358566,0.022,0.022,0.0219999999999999,178.18,174.1391235059761,41.1,45.34,43.24,0.031,0.0344780876494023,50.06,37.02573705179282,19.99056336761377
1,1,0,,0.1,,0.0045,0.006,,0.26,236.0,62.4208663304646,60.04462009825288,1.7983193277310925,-4.0,0.5,6.0,4.107142857142857,2.246908665999888,0.063,0.065,0.0642857142857143,4.76,4.83,4.805,0.024,0.024,0.024,178.18,173.70344537815126,42.24,44.96,43.233319327731095,0.032,0.0344957983193277,50.08,34.08848739495799,18.635932110706506
1,1,0,,,,,,,,233.0,61.9803833007812,59.836043217660446,2.523404255319149,-59.0,4.0,6.0,5.540425531914893,0.6549155274257006,0.06,0.067,0.0624425531914893,4.5,4.78,4.597702127659574,0.022,0.022,0.022,180.74,174.4297021276596,40.62,46.1,43.097191489361705,0.03,0.0324,50.06,46.21787234042554,5.375977961586384
0,1,0,0.1699999999999999,0.16,0.00465,0.0044,0.0048,0.2875,0.28,267.0,62.1569166183471,60.02796372728386,1.4888059701492538,-37.0,0.5,6.1,3.3708955223880595,2.4925153766629453,0.059,0.06,0.0594888059701492,4.68,5.16,4.925373134328358,0.022,0.022,0.022,179.71,175.43231343283583,40.78,45.41,43.53003731343284,0.032,0.0356305970149253,50.84,28.097276119402984,20.633485920750875
0,1,0,0.165,0.16,0.0046,0.0046,0.0046,0.29,0.29,264.0,62.2032834370931,59.94275373822891,1.4586466165413534,-33.0,0.5,6.0,3.626691729323309,1.8474260408223917,0.061,0.062,0.0614924812030075,4.8,5.06,4.9280451127819545,0.022,0.022,0.022,180.48,174.24421052631578,41.59,44.53,43.446390977443606,0.033,0.0354624060150375,50.04,30.244022556390977,15.336819305171764
0,1,0,0.139,0.13,0.004495,0.0039,0.0046,0.3005,0.29,255.0,61.6972333908081,59.82608210540531,1.859922178988327,-8.0,0.5,6.4,3.284435797665369,1.9930521341245744,0.061,0.062,0.0614941634241245,4.34,4.68,4.508015564202334,0.02,0.02,0.02,176.9,173.3043579766537,40.34,45.31,42.30140077821012,0.034,0.0355642023346303,53.32,27.43229571984436,16.376682397534253
1,1,0,0.16,0.16,0.0049,0.0049,0.0049,0.27,0.27,233.0,61.6972333908081,59.85090921202732,1.7063829787234042,-8.0,0.5,6.4,3.255744680851064,2.045758322486,0.061,0.062,0.0614510638297872,4.34,4.68,4.49336170212766,0.02,0.02,0.02,176.9,173.18612765957445,40.34,45.31,42.12272340425532,0.034,0.0354127659574468,53.32,27.11131914893617,16.869830033122053
1,1,0,0.15,0.15,0.0036,0.0036,0.0036,0.37,0.37,227.0,62.1569166183471,60.04835677401655,1.5175438596491229,-37.0,0.5,6.1,3.617982456140351,2.435797883669196,0.059,0.06,0.0594429824561403,4.68,5.16,4.947368421052632,0.022,0.022,0.022,179.71,175.72530701754388,40.78,45.41,43.38697368421053,0.032,0.0355307017543859,50.84,30.14745614035088,20.1445503965933
0,1,0,0.1625,0.13,0.004575,0.0045,0.0046,0.295,0.29,251.0,61.8071999231974,60.09614118573942,1.4621513944223108,-16.0,0.5,6.0,3.434262948207172,2.064136951508226,0.063,0.065,0.064003984063745,4.42,4.44,4.43003984063745,0.02,0.02,0.02,179.46,172.9966533864542,41.27,44.89,43.03621513944224,0.032,0.0349960159362549,50.03,28.602509960159363,17.10387838108364
1,1,0,0.1574999999999999,0.13,0.0049,0.0043,0.0056,0.2975,0.29,228.0,61.8071999231974,60.08781163638648,1.3842794759825328,-16.0,0.5,6.0,3.574235807860262,1.9931219354103575,0.063,0.065,0.0640480349344978,4.42,4.44,4.430480349344978,0.02,0.02,0.02,179.46,173.1416593886463,41.27,44.89,42.93017467248908,0.032,0.0348078602620087,50.03,29.83231441048035,16.454191658321673
1,1,1,0.1097610281556469,0.0754,0.0020925561531161,0.0005,0.0049,,0.27,249.0,62.1955998102823,59.69619322715272,1.6666666666666667,-3.0,0.5,6.0,3.461847389558233,1.9363745953173253,0.057,0.065,0.0608554216867469,4.56,4.74,4.646746987951807,0.022,0.022,0.022,175.62,172.4421686746988,41.53,43.02,42.3533734939759,0.032,0.0349999999999999,50.05,28.863413654618476,16.125923504236592
0,1,0,0.17,0.17,0.005,0.005,0.005,0.26,0.26,273.0,62.1955998102823,59.681930267753295,1.7591240875912408,-3.0,0.5,6.0,3.412408759124088,1.883413052433491,0.057,0.065,0.0602992700729927,4.56,4.74,4.634233576642336,0.022,0.022,0.022,175.62,171.8993795620438,41.53,43.02,42.3764598540146,0.032,0.0347883211678832,50.05,28.26820512820513,15.656649759545042
0,1,0,0.165,0.16,0.004625,0.0044,0.0048,0.29,0.28,264.0,61.6972333908081,59.813458913994246,1.539622641509434,-8.0,0.0,6.4,2.9249056603773584,2.0437410204060997,0.061,0.062,0.0615811320754716,4.34,4.68,4.537584905660378,0.02,0.02,0.02,176.9,173.58596226415094,40.34,45.31,42.44686792452831,0.034,0.035766037735849,53.32,24.444015151515156,16.73927079830795
0,1,0,0.14,0.1,0.00445,0.0041,0.0047,0.2975,0.28,283.0,62.603649965922,59.9878987271364,1.3098591549295775,-2.0,0.5,6.0,2.851408450704225,2.1135516276531274,0.06,0.066,0.0628309859154929,4.72,4.74,4.731830985915493,0.022,0.022,0.022,177.67,172.4424647887324,41.22,43.98,43.01922535211268,0.032,0.035225352112676,49.8,23.47127208480565,17.366935869537524
1,1,0,0.1199999999999999,0.1,0.004,0.0039,0.0043,0.29,0.29,256.0,62.6027665456136,59.915031674028576,2.023346303501945,-59.0,4.0,6.0,5.591439688715953,0.6617364919852184,0.06,0.067,0.0641400778210116,4.5,4.78,4.665603112840467,0.022,0.022,0.022,180.74,175.71400778210116,40.62,46.1,43.55198443579767,0.03,0.032408560311284,50.06,46.6726171875,5.347449436545364
1,1,0,0.115,0.1,0.004,0.0039,0.0041,0.285,0.25,224.0,61.6402497609456,60.11049642464441,1.1555555555555554,-29.0,0.5,6.0,2.8044444444444445,2.356502738960886,0.056,0.058,0.0569155555555555,4.5,4.76,4.640977777777778,0.023,0.023,0.023,180.48,174.6942222222222,41.38,45.31,42.89111111111111,0.032,0.03568,50.05,23.430888888888887,19.47421576247659
0,1,0,0.16,0.14,0.0043,0.0041,0.0045,0.31,0.28,243.0,61.6402497609456,60.097008061347424,1.1434426229508197,-29.0,0.5,6.0,2.6598360655737703,2.3171985298012023,0.056,0.058,0.0568442622950819,4.5,4.76,4.6502459016393445,0.023,0.023,0.023,180.48,174.56696721311474,41.38,45.31,43.079467213114754,0.032,0.0357049180327868,50.05,22.26374485596708,19.19070030162692
1,1,0,0.1525,0.13,0.0037749999999999,0.0034,0.0039,0.2725,0.27,221.0,62.1569166183471,60.06149491969634,1.427927927927928,-37.0,0.5,6.1,3.218018018018018,2.5808973920111926,0.059,0.06,0.059563063063063,4.68,5.16,4.88972972972973,0.022,0.022,0.022,179.71,175.19779279279277,40.78,45.41,43.43238738738739,0.032,0.0357837837837837,50.84,26.72855855855856,21.30549048038269
1,1,0,0.16,0.12,0.004025,0.0038,0.0044,0.289,0.25,239.0,62.603649965922,60.08704543281769,1.3,-2.0,0.5,6.0,2.87,2.1982343618512177,0.061,0.066,0.0629791666666666,4.72,4.74,4.732083333333334,0.022,0.022,0.022,177.67,173.09633333333335,41.22,43.98,42.94733333333333,0.032,0.0352916666666666,49.8,23.699874476987446,18.01453018769397
0,1,0,0.155,0.15,0.0038,0.0038,0.0038,0.34,0.3,290.0,62.6027665456136,60.01063008966671,1.8969072164948453,-59.0,4.0,6.0,5.34020618556701,0.8616735673393146,0.06,0.068,0.0649759450171821,4.5,4.84,4.701374570446736,0.022,0.022,0.022,180.74,175.5057731958763,41.76,46.1,43.70762886597938,0.03,0.0328213058419244,50.06,44.58148275862069,7.107623389753192
0,1,0,0.13,0.13,0.0042,0.0041,0.0046,0.292,0.29,264.0,62.2445999145507,60.11215726583911,1.320754716981132,-29.0,0.5,6.0,2.788679245283019,2.319356981925268,0.056,0.062,0.0568830188679245,4.5,4.78,4.675396226415095,0.023,0.024,0.0230561797752808,180.48,174.5462641509434,41.38,47.46,43.54520754716981,0.032,0.0356377358490566,50.05,23.190909090909088,19.22252631163734
0,1,0,0.1299999999999999,0.1,0.004425,0.0041,0.0047,0.3025,0.28,247.0,61.8071999231974,60.11736723375152,1.7419354838709675,-16.0,0.5,6.0,3.274193548387097,2.027498048052573,0.063,0.065,0.0636774193548387,4.42,4.44,4.426774193548387,0.02,0.02,0.02,179.46,173.3683870967742,41.97,45.78,43.63548387096775,0.032,0.0351612903225806,50.03,27.19522267206478,16.794178235710653
1,1,0,0.167,0.16,0.004015,0.0038,0.0043,0.2895,0.27,250.0,62.1569166183471,60.04978313394746,1.2788844621513944,-37.0,0.5,6.1,3.1051792828685256,2.5265496369018923,0.059,0.069,0.0598286852589641,4.68,5.22,4.839681274900398,0.022,0.024,0.0220465116279069,179.2,174.02478087649402,40.78,47.25,43.93266932270917,0.032,0.0355856573705179,50.84,25.72868,20.901357045968386
1,1,0,0.16,0.16,0.004,0.004,0.004,0.29,0.29,271.0,62.7897998809814,59.58343438812887,2.0036764705882355,-37.0,0.5,6.0,4.3400735294117645,2.319334106091765,0.062,0.066,0.0637794117647058,4.61,4.96,4.8537132352941175,0.022,0.022,0.022,178.18,174.63522058823528,40.64,45.57,43.250073529411765,0.031,0.0347941176470588,50.06,36.335904059040594,19.233623890883024
0,1,0,0.1375,0.1,0.004575,0.0044,0.0048,0.29,0.28,266.0,62.6027665456136,60.00479746417285,1.9398496240601504,-59.0,4.0,6.0,5.383458646616542,0.8352769691931984,0.06,0.068,0.0650225563909774,4.5,4.84,4.702406015037594,0.022,0.022,0.022,180.74,175.77142857142857,41.76,46.1,43.810225563909775,0.03,0.0327593984962406,50.06,44.95241509433962,6.869852137247944
